flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp,dep_date_time,arr_date_time,duracion_vuelo
TAP1137, ATR-42/72,2018-04-15,06:40,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 06:42,14,23,Despejado,,,,-,LISBOA,LIS,-,-,,,-,-,,2018-04-15 08:22:40,2018-04-15 06:40:00,,
RYR2744, BOEING 737-800 WINGLETS,2018-04-15,06:20,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 06:28,14,22,Despejado,,,,-,VILNIUS,VNO,-,-,,,-,-,,2018-04-15 08:22:40,2018-04-15 06:20:00,,
IBK6632, BOEING 737-800 WINGLETS,2018-04-15,06:30,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 06:20,11,21,Nubes altas,,,,-,OSLO /SANDEFJORD,TRF,-,-,,,-,-,,2018-04-15 08:22:40,2018-04-15 06:30:00,,
IBK5350, BOEING 737-800 WINGLETS,2018-04-15,06:30,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 06:28,12,25,Despejado,,,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 08:22:40,2018-04-15 06:30:00,,
IBK6650, BOEING 737-800 WINGLETS,2018-04-15,06:30,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 06:25,11,21,Nubes altas,,,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 08:22:39,2018-04-15 06:30:00,,
TAP1085, ATR-72,2018-04-15,11:00,A CORUÑA,LCG,-,Salida prevista a las 11:00,11,15,Lluvia,,1,,-,LISBOA,LIS,-,-,,,-,-,,2018-04-15 08:22:38,2018-04-15 11:00:00,,
VLG8152, AIRBUS A320,2018-04-15,07:00,VALENCIA,VLC,1,El vuelo ha despegado a las 06:55,11,26,Despejado,,,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 08:22:38,2018-04-15 07:00:00,,
RYR2577, BOEING 737-800 WINGLETS,2018-04-15,06:30,MALAGA-COSTA DEL SOL,AGP,2,El vuelo ha despegado a las 06:36,14,23,Despejado,,,,-,ESTOCOLMO / VASTERAS-HASSLO,VST,-,-,,,-,-,,2018-04-15 08:22:38,2018-04-15 06:30:00,,
RYR9811, BOEING 737-800 WINGLETS,2018-04-15,06:20,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 06:37,14,22,Despejado,,,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 08:22:38,2018-04-15 06:20:00,,
RYR9394, BOEING 737-800 WINGLETS,2018-04-15,06:55,VALENCIA,VLC,1,El vuelo ha despegado a las 06:55,11,26,Despejado,,,,-,CRAIOVA,CRA,-,-,,,-,-,,2018-04-15 08:22:37,2018-04-15 06:55:00,,
KLM1662, BOEING 737-700 WINGLETS,2018-04-15,06:20,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 06:22,14,22,Despejado,,,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 08:22:37,2018-04-15 06:20:00,,
AEA1039, BOEING 737-800 WINGLETS,2018-04-15,06:30,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 06:26,14,23,Despejado,,,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 08:22:37,2018-04-15 06:30:00,,
RYR5262, BOEING 737-800 WINGLETS,2018-04-15,06:50,SEVILLA,SVQ,1,El vuelo ha despegado a las 06:52,8,19,Nubes altas,,10,,-,PARIS /BEAUVAIS-TILLE,BVA,-,-,,,-,-,,2018-04-15 08:22:37,2018-04-15 06:50:00,,
DLH1147, 32A,2018-04-15,06:50,BILBAO,BIO,O,El vuelo ha despegado a las 06:56,10,19,Nubosidad variable,,3,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 08:22:35,2018-04-15 06:50:00,,
DLH1165, AIRBUS A321,2018-04-15,06:35,VALENCIA,VLC,1,El vuelo ha despegado a las 06:39,11,26,Despejado,,,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 08:22:35,2018-04-15 06:35:00,,
RYR2575, BOEING 737-800 WINGLETS,2018-04-15,06:25,MALAGA-COSTA DEL SOL,AGP,2,El vuelo ha despegado a las 06:28,14,23,Despejado,,,,-,EINDHOVEN,EIN,-,-,,,-,-,,2018-04-15 08:22:35,2018-04-15 06:25:00,,
AFR1401, AIRBUS A321,2018-04-15,06:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 06:30,7,17,Nubes altas,,,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 08:22:35,2018-04-15 06:20:00,,
RYR9998, BOEING 737-800 WINGLETS,2018-04-15,06:25,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 06:29,11,21,Nubes altas,,,,-,DUBLIN,DUB,-,-,,,-,-,,2018-04-15 08:22:34,2018-04-15 06:25:00,,
RYR3542, BOEING 737-800 WINGLETS,2018-04-15,07:10,IBIZA,IBZ,1,El vuelo ha despegado a las 07:19,12,20,Nubes altas,,16,,-,EINDHOVEN,EIN,-,-,,,-,-,,2018-04-15 08:22:34,2018-04-15 07:10:00,,
RYR2918, BOEING 737-800 WINGLETS,2018-04-15,06:15,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 06:22,14,22,Despejado,,,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 08:22:34,2018-04-15 06:15:00,,
KLM1684, EMBRAER 190,2018-04-15,06:50,BILBAO,BIO,O,El vuelo ha despegado a las 06:57,10,19,Nubosidad variable,,1,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 08:22:33,2018-04-15 06:50:00,,
RYR5993, BOEING 737-800 WINGLETS,2018-04-15,06:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,El vuelo ha despegado a las 06:19,7,17,Nubes altas,,,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 06:15:00,,
IBK5950, BOEING 737-800 WINGLETS,2018-04-15,06:00,GRAN CANARIA,LPA,-,El vuelo ha despegado a las 05:58,17,23,Cubierto de nubes altas y medias,,,,-,HAMBURGO,HAM,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 06:00:00,,
VOE3410, BOEING 717,2018-04-15,06:45,BILBAO,BIO,O,El vuelo ha despegado a las 06:43,10,19,Nubosidad variable,,10,,-,VIENA,VIE,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 06:45:00,,
VLG7396, 32A,2018-04-15,06:30,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 06:32,12,25,Despejado,,,,-,ARGEL/ HOUARI BOUMEDIEN,ALG,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 06:30:00,,
IBE8481, BOMBARDIER CRJ-1000,2018-04-15,07:05,MENORCA,MAH,1,Cancelado,12,20,Abertura de claros,,,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 07:05:00,,
IBE8101, BOMBARDIER CRJ-1000,2018-04-15,07:00,IBIZA,IBZ,1,El vuelo ha despegado a las 07:00,12,20,Nubes altas,,5,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 07:00:00,,
RYR4579, BOEING 737-800 WINGLETS,2018-04-15,06:25,SANTIAGO,SCQ,T,El vuelo ha despegado a las 06:34,10,15,Lluvia,,8,,-,MILAN/BERGAMO,BGY,-,-,,,-,-,,2018-04-15 08:22:32,2018-04-15 06:25:00,,
EWG1813, 32A,2018-04-15,10:55,FUERTEVENTURA,FUE,1,Salida prevista a las 10:55,16,24,Nubes altas,,1,,-,MUNICH,MUC,-,-,,,-,-,,2018-04-15 07:21:01,2018-04-15 10:55:00,,
ENT893, BOEING 737-800,2018-04-15,09:00,FUERTEVENTURA,FUE,1,Salida prevista a las 09:00,16,24,Nubes altas,,19,,-,LYON,LYS,-,-,,,-,-,,2018-04-15 07:20:24,2018-04-15 09:00:00,,
ENT898, BOEING 737-800,2018-04-15,08:50,FUERTEVENTURA,FUE,1,Salida prevista a las 08:50,16,24,Nubes altas,,17,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 07:20:23,2018-04-15 08:50:00,,
RYR6353, BOEING 737-800 WINGLETS,2018-04-15,06:15,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 06:15,14,22,Despejado,,,,-,MILAN/BERGAMO,BGY,-,-,,,-,-,,2018-04-15 07:20:20,2018-04-15 06:15:00,,
AFR1449, AIRBUS A320,2018-04-15,06:15,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 06:11,14,22,Despejado,,,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 07:20:19,2018-04-15 06:15:00,,
EZY3501, 32A,2018-04-15,06:15,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 06:13,11,21,Nubes altas,,,,-,STUTTGART,STR,-,-,,,-,-,,2018-04-15 07:20:10,2018-04-15 06:15:00,,
EZY1514, 32A,2018-04-15,06:10,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 06:07,11,21,Nubes altas,,,,-,GINEBRA,GVA,-,-,,,-,-,,2018-04-15 07:20:09,2018-04-15 06:10:00,,
RYR8368, BOEING 737-800 WINGLETS,2018-04-15,06:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,El vuelo ha despegado a las 06:08,7,17,Nubes altas,,,,-,BUDAPEST,BUD,-,-,,,-,-,,2018-04-15 07:19:59,2018-04-15 06:10:00,,
DLH1121, AIRBUS A321,2018-04-15,06:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 06:07,7,17,Nubes altas,,,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 07:19:58,2018-04-15 06:10:00,,
RYR6341, BOEING 737-800 WINGLETS,2018-04-15,06:05,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 06:16,14,22,Despejado,,,,-,ROMA /FIUMICINO,FCO,-,-,,,-,-,,2018-04-15 07:19:57,2018-04-15 06:05:00,,
KLM1698, BOEING 737-800 WINGLETS,2018-04-15,06:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 06:02,7,17,Nubes altas,,,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 07:19:56,2018-04-15 06:00:00,,
THY1852, BOEING 737-800 WINGLETS,2018-04-15,06:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 06:00,14,22,Despejado,,,,-,ESTAMBUL,IST,-,-,,,-,-,,2018-04-15 07:19:56,2018-04-15 06:00:00,,
RYR9555, BOEING 737-800 WINGLETS,2018-04-15,07:10,GIRONA - COSTA BRAVA,GRO,1,El vuelo ha despegado a las 07:10,9,24,Nubes altas,,5,,-,MEMMINGEN,FMM,-,-,,,-,-,,2018-04-15 07:19:56,2018-04-15 07:10:00,,
AZA059, AIRBUS A320,2018-04-15,05:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 05:43,7,17,Nubes altas,,,,-,ROMA /FIUMICINO,FCO,-,-,,,-,-,,2018-04-15 07:19:55,2018-04-15 05:50:00,,
AEA1005, BOEING 737-800 WINGLETS,2018-04-15,06:10,VALENCIA,VLC,1,El vuelo ha despegado a las 05:57,11,26,Despejado,,,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 07:19:55,2018-04-15 06:10:00,,
VLG8036, AIRBUS A319,2018-04-15,05:55,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 06:06,14,22,Despejado,,,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 07:19:55,2018-04-15 05:55:00,,
RYR7083, BOEING 737-800 WINGLETS,2018-04-15,06:55,GIRONA - COSTA BRAVA,GRO,1,El vuelo ha despegado a las 06:48,9,24,Nubes altas,,9,,-,ORADEA,OMR,-,-,,,-,-,,2018-04-15 07:19:55,2018-04-15 06:55:00,,
SAS6002, 32A,2018-04-15,06:00,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha despegado a las 05:49,14,23,Despejado,,,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 07:19:54,2018-04-15 06:00:00,,
IBK5420, BOEING 737-800 WINGLETS,2018-04-15,05:35,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 05:33,12,25,Despejado,,,,-,HELSINKI,HEL,-,-,,,-,-,,2018-04-15 07:19:54,2018-04-15 05:35:00,,
RYR9123, BOEING 737-800 WINGLETS,2018-04-15,06:35,GIRONA - COSTA BRAVA,GRO,1,El vuelo ha despegado a las 06:39,9,24,Nubes altas,,3,,-,EINDHOVEN,EIN,-,-,,,-,-,,2018-04-15 07:19:54,2018-04-15 06:35:00,,
TUI2189, 7S8,2018-04-15,10:45,LANZAROTE,ACE,1,Salida prevista a las 10:45,15,25,Despejado,,8,,-,HANNOVER,HAJ,-,-,,,-,-,,2018-04-15 06:18:56,2018-04-15 10:45:00,,
VOE2613, BOEING 717,2018-04-15,08:35,ALICANTE-ELCHE,ALC,N,Salida prevista a las 08:35,12,25,Nubes altas,,,,-,LYON,LYS,-,-,,,-,-,,2018-04-15 06:18:56,2018-04-15 08:35:00,,
EDW215, AIRBUS A320,2018-04-15,10:35,TENERIFE SUR,TFS,T,Salida prevista a las 10:35,17,23,Nubes altas,,11,,-,ZURICH,ZRH,-,-,,,-,-,,2018-04-15 06:18:54,2018-04-15 10:35:00,,
VLG8222, AIRBUS A320,2018-04-15,19:00,SANTIAGO,SCQ,T,Salida prevista a las 19:00,10,15,Cubierto de nubes altas y medias,,6,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 06:18:54,2018-04-15 19:00:00,,
JAF7866, BOEING 737-800 WINGLETS,2018-04-15,10:25,TENERIFE SUR,TFS,T,Salida prevista a las 10:25,17,23,Nubes altas,,15,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 06:18:53,2018-04-15 10:25:00,,
WZZ4414, AIRBUS A320,2018-04-15,08:30,ALICANTE-ELCHE,ALC,N,Salida prevista a las 08:30,12,25,Nubes altas,,,,-,SOFIA,SOF,-,-,,,-,-,,2018-04-15 06:18:53,2018-04-15 08:30:00,,
BAW3290, EMBRAER 190,2018-04-15,19:40,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 19:40,6,21,Nubes altas,,,,-,LONDRES /LONDON CITY APT.,LCY,-,-,,,-,-,,2018-04-15 06:18:53,2018-04-15 19:40:00,,
EWG253, BOEING 737-800 WINGLETS,2018-04-15,10:25,TENERIFE SUR,TFS,T,Salida prevista a las 10:56,17,23,Nubes altas,,27,,-,COLONIA/BONN,CGN,-,-,,,-,-,,2018-04-15 06:18:51,2018-04-15 10:25:00,,
TUI2843, 7S8,2018-04-15,10:30,LANZAROTE,ACE,1,Salida prevista a las 10:30,15,25,Despejado,,4,,-,MUNICH,MUC,-,-,,,-,-,,2018-04-15 06:18:49,2018-04-15 10:30:00,,
IBK5406, BOEING 737-800 WINGLETS,2018-04-15,08:05,ALICANTE-ELCHE,ALC,N,Salida prevista a las 08:05,12,25,Nubes altas,,,,-,HANNOVER,HAJ,-,-,,,-,-,,2018-04-15 06:18:48,2018-04-15 08:05:00,,
JAF7114, BOEING 737-800 WINGLETS,2018-04-15,10:25,TENERIFE SUR,TFS,T,Salida prevista a las 10:25,17,23,Nubes altas,,7,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 06:18:47,2018-04-15 10:25:00,,
RYR5578, BOEING 737-800 WINGLETS,2018-04-15,08:00,ALICANTE-ELCHE,ALC,N,Salida prevista a las 08:00,12,25,Nubes altas,,,,-,EDIMBURGO,EDI,-,-,,,-,-,,2018-04-15 06:18:47,2018-04-15 08:00:00,,
EWG1813, 32A,2018-04-15,10:55,FUERTEVENTURA,FUE,1,Salida prevista a las 10:55,16,24,Despejado,,1,,-,MUNICH,MUC,-,-,,,-,-,,2018-04-15 06:18:47,2018-04-15 10:55:00,,
RYR714, BOEING 737-800 WINGLETS,2018-04-15,06:55,PALMA DE MALLORCA,PMI,N,Salida prevista a las 06:55,11,21,Despejado,,,,-,GOTEMBURGO,GOT,-,-,,,-,-,,2018-04-15 06:18:47,2018-04-15 06:55:00,,
RYR5158, BOEING 737-800 WINGLETS,2018-04-15,06:55,MALAGA-COSTA DEL SOL,AGP,2,Salida prevista a las 06:55,14,23,Nubes altas,,,,-,NEWCASTLE,NCL,-,-,,,-,-,,2018-04-15 06:18:45,2018-04-15 06:55:00,,
BEL1652, AIRBUS A320,2018-04-15,10:20,TENERIFE SUR,TFS,T,Salida prevista a las 10:20,17,23,Nubes altas,,2,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 06:18:45,2018-04-15 10:20:00,,
IBK5320, BOEING 737-800 WINGLETS,2018-04-15,07:55,ALICANTE-ELCHE,ALC,N,Salida prevista a las 07:55,12,25,Nubes altas,,,,-,OSLO / GARDERMOEN,OSL,-,-,,,-,-,,2018-04-15 06:18:45,2018-04-15 07:55:00,,
RYR111, BOEING 737-800 WINGLETS,2018-04-15,06:55,PALMA DE MALLORCA,PMI,N,Salida prevista a las 06:55,11,21,Despejado,,,,-,BERLIN /SCHONEFELD,SXF,-,-,,,-,-,,2018-04-15 06:18:45,2018-04-15 06:55:00,,
IBK5020, BOEING 737-800 WINGLETS,2018-04-15,06:55,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 06:55,14,23,Nubes altas,,,,-,OSLO / GARDERMOEN,OSL,-,-,,,-,-,,2018-04-15 06:18:44,2018-04-15 06:55:00,,
ENT574, BOEING 737-800,2018-04-15,16:00,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 16:00,6,21,Nubes altas,,,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 06:18:44,2018-04-15 16:00:00,,
TAP1113, ATR-72,2018-04-15,21:10,ASTURIAS,OVD,-,Salida prevista a las 21:10,12,15,Lluvia moderada,,5,,-,LISBOA,LIS,-,-,,,-,-,,2018-04-15 06:18:44,2018-04-15 21:10:00,,
OLY745, AIRBUS A321,2018-04-15,10:10,TENERIFE SUR,TFS,T,Salida prevista a las 10:10,17,23,Nubes altas,,10,,-,ZURICH,ZRH,-,-,,,-,-,,2018-04-15 06:18:43,2018-04-15 10:10:00,,
ENT513, BOEING 737-800 WINGLETS,2018-04-15,14:30,GRANADA-JAÉN F.G.L.,GRX,-,Salida prevista a las 14:30,6,21,Nubes altas,,,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 06:18:43,2018-04-15 14:30:00,,
DE1407, BOEING 757-300 WINGLETS,2018-04-15,15:55,LA PALMA,SPC,N,Salida prevista a las 15:55,17,23,Nubes altas,,8,,-,FRANKFURT,FRA,-,-,,,-,-,,2018-04-15 06:18:43,2018-04-15 15:55:00,,
VLG2150, AIRBUS A320,2018-04-15,06:55,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 06:55,14,23,Nubes altas,,,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 06:18:43,2018-04-15 06:55:00,,
RYR2543, BOEING 737-800 WINGLETS,2018-04-15,07:55,ALICANTE-ELCHE,ALC,N,Salida prevista a las 07:55,12,25,Nubes altas,,,,-,POZNAN /LAWICA,POZ,-,-,,,-,-,,2018-04-15 06:18:43,2018-04-15 07:55:00,,
IBK6698, BOEING 737-800 WINGLETS,2018-04-15,06:55,PALMA DE MALLORCA,PMI,N,Salida prevista a las 06:55,11,21,Despejado,,,,-,MUNICH,MUC,-,-,,,-,-,,2018-04-15 06:18:43,2018-04-15 06:55:00,,
IBK5070, BOEING 737-800 WINGLETS,2018-04-15,06:50,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 06:50,14,23,Nubes altas,,,,-,COPENHAGUE,CPH,-,-,,,-,-,,2018-04-15 06:18:42,2018-04-15 06:50:00,,
VLG8830, AIRBUS A320,2018-04-15,10:10,SEVILLA,SVQ,1,Salida prevista a las 10:10,8,19,Lluvia débil,,4,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 06:18:42,2018-04-15 10:10:00,,
IBK6500, BOEING 737-800 WINGLETS,2018-04-15,10:00,TENERIFE SUR,TFS,T,Salida prevista a las 10:00,17,23,Nubes altas,,22,,-,HAMBURGO,HAM,-,-,,,-,-,,2018-04-15 06:18:42,2018-04-15 10:00:00,,
RYR4511, BOEING 737-800 WINGLETS,2018-04-15,06:35,PALMA DE MALLORCA,PMI,N,Salida prevista a las 06:35,11,21,Despejado,,,,-,CRACOVIA,KRK,-,-,,,-,-,,2018-04-15 06:18:41,2018-04-15 06:35:00,,
VLG9013, AIRBUS A320,2018-04-15,06:50,MALAGA-COSTA DEL SOL,AGP,3,Salida prevista a las 06:50,14,23,Nubes altas,,,,-,TOULOUSE,TLS,-,-,,,-,-,,2018-04-15 06:18:41,2018-04-15 06:50:00,,
RYR2613, BOEING 737-800 WINGLETS,2018-04-15,22:10,SANTANDER-SEVE BALLESTEROS,SDR,N,Salida prevista a las 22:10,12,16,Lluvia moderada,,6,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 06:18:40,2018-04-15 22:10:00,,
ENT951C, BOEING 737-800 WINGLETS,2018-04-15,09:00,TENERIFE SUR,TFS,T,Salida prevista a las 09:30,17,23,Nubes altas,,19,,-,LYON,LYS,-,-,,,-,-,,2018-04-15 06:18:40,2018-04-15 09:00:00,,
RYR8005, BOEING 737-800 WINGLETS,2018-04-15,07:55,ALICANTE-ELCHE,ALC,N,Salida prevista a las 07:55,12,25,Nubes altas,,,,-,ABERDEEN,ABZ,-,-,,,-,-,,2018-04-15 06:18:40,2018-04-15 07:55:00,,
RYR8379, BOEING 737-800 WINGLETS,2018-04-15,13:10,SANTIAGO,SCQ,T,Salida prevista a las 13:10,10,15,Cubierto de nubes altas y medias,,14,,-,LONDRES /STANSTED,STN,-,-,,,-,-,,2018-04-15 06:18:40,2018-04-15 13:10:00,,
IBK6450, BOEING 737-800 WINGLETS,2018-04-15,09:00,TENERIFE SUR,TFS,T,Salida prevista a las 09:00,17,23,Nubes altas,,22,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 06:18:39,2018-04-15 09:00:00,,
IBK6650, BOEING 737-800 WINGLETS,2018-04-15,06:30,PALMA DE MALLORCA,PMI,N,Salida prevista a las 06:30,11,21,Despejado,,,,-,ESTOCOLMO /ARLANDA,ARN,-,-,,,-,-,,2018-04-15 06:18:39,2018-04-15 06:30:00,,
RYR1419, BOEING 737-800 WINGLETS,2018-04-15,07:15,GRAN CANARIA,LPA,-,Salida prevista a las 07:15,17,23,Nubes altas,,,,-,PISA / GALILEO GALILEI,PSA,-,-,,,-,-,,2018-04-15 06:18:38,2018-04-15 07:15:00,,
IBK6632, BOEING 737-800 WINGLETS,2018-04-15,06:30,PALMA DE MALLORCA,PMI,N,Salida prevista a las 06:30,11,21,Despejado,,,,-,OSLO /SANDEFJORD,TRF,-,-,,,-,-,,2018-04-15 06:18:38,2018-04-15 06:30:00,,
RYR2531, BOEING 737-800 WINGLETS,2018-04-15,06:45,MALAGA-COSTA DEL SOL,AGP,2,Salida prevista a las 06:45,14,23,Nubes altas,,,,-,BILLUND,BLL,-,-,,,-,-,,2018-04-15 06:18:38,2018-04-15 06:45:00,,
RYR7366, BOEING 737-800 WINGLETS,2018-04-15,20:35,SANTANDER-SEVE BALLESTEROS,SDR,N,Salida prevista a las 20:35,12,16,Lluvia moderada,,5,,-,DUSSELDORF /WEEZE,NRN,-,-,,,-,-,,2018-04-15 06:18:38,2018-04-15 20:35:00,,
RYR4029, BOEING 737-800 WINGLETS,2018-04-15,07:50,ALICANTE-ELCHE,ALC,N,Salida prevista a las 07:50,12,25,Nubes altas,,,,-,ROMA /FIUMICINO,FCO,-,-,,,-,-,,2018-04-15 06:18:38,2018-04-15 07:50:00,,
TRA6338, BOEING 737-700 WINGLETS,2018-04-15,09:45,VALENCIA,VLC,1,Salida prevista a las 09:45,11,26,Nubes altas,,,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 06:18:37,2018-04-15 09:45:00,,
DLH1829, AIRBUS A319,2018-04-15,07:45,BILBAO,BIO,O,Salida prevista a las 07:45,10,19,Llovizna ,,12,,-,MUNICH,MUC,-,-,,,-,-,,2018-04-15 06:18:37,2018-04-15 07:45:00,,
TVS3705, BOEING 737-800 WINGLETS,2018-04-15,07:10,GRAN CANARIA,LPA,-,Salida prevista a las 07:10,17,23,Nubes altas,,,,-,PARIS /CHARLES DE GAULLE,CDG,-,-,,,-,-,,2018-04-15 06:18:37,2018-04-15 07:10:00,,
VLG7104, AIRBUS A320,2018-04-15,18:15,A CORUÑA,LCG,-,Salida prevista a las 18:15,11,15,Cubierto de nubes altas y medias,,4,,-,LONDRES / HEATHROW,LHR,-,-,,,-,-,,2018-04-15 06:18:36,2018-04-15 18:15:00,,
RYR2986, BOEING 737-800 WINGLETS,2018-04-15,09:40,VALENCIA,VLC,1,Salida prevista a las 09:40,11,26,Nubes altas,,,,-,BRUSELAS,BRU,-,-,,,-,-,,2018-04-15 06:18:36,2018-04-15 09:40:00,,
VLG3184, AIRBUS A320,2018-04-15,07:10,GRAN CANARIA,LPA,-,Salida prevista a las 07:10,17,23,Nubes altas,,,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 06:18:36,2018-04-15 07:10:00,,
TVF3101, BOEING 737-800 WINGLETS,2018-04-15,09:10,SEVILLA,SVQ,1,Salida prevista a las 09:10,8,19,Lluvia débil,,8,,-,PARIS /ORLY,ORY,-,-,,,-,-,,2018-04-15 06:18:36,2018-04-15 09:10:00,,
IBE8483, BOMBARDIER CRJ-1000,2018-04-15,09:25,MENORCA,MAH,1,Salida prevista a las 09:25,12,20,Despejado,,,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 06:18:35,2018-04-15 09:25:00,,
IBE8332, CANADAIR CRJ-200,2018-04-15,14:40,ASTURIAS,OVD,1,Salida prevista a las 14:40,12,15,Lluvia moderada,,5,,-,PALMA DE MALLORCA,PMI,-,-,,,-,-,,2018-04-15 06:18:35,2018-04-15 14:40:00,,
KLM1662, BOEING 737-700 WINGLETS,2018-04-15,06:20,BARCELONA-EL PRAT,BCN,T1,Salida prevista a las 06:20,14,22,Nubes altas,,,,-,AMSTERDAM /SCHIPHOL,AMS,-,-,,,-,-,,2018-04-15 06:18:34,2018-04-15 06:20:00,,
TOM5751, BOEING 737-800 WINGLETS,2018-04-15,08:40,TENERIFE SUR,TFS,T,Salida prevista a las 08:40,17,23,Nubes altas,,9,,-,NORWICH,NWI,-,-,,,-,-,,2018-04-15 06:18:34,2018-04-15 08:40:00,,
DLH1867, AIRBUS A320,2018-04-15,12:30,SANTIAGO,SCQ,T,Salida prevista a las 12:30,10,15,Cubierto de nubes altas y medias,,6,,-,MUNICH,MUC,-,-,,,-,-,,2018-04-15 06:18:34,2018-04-15 12:30:00,,
